"title","text","rating","travelDate"
"Went for lunch- had twenty four carat coffee","Never thought to have gold as a part of my drink until i had the Coffee laced with it. Beautiful drink. Beautiful experience. Beautiful place. Wildly beautiful building. Great view of the beach. Incredible interiors as well. Spectacular lay out. You know how you get 7 stars? Iron the table cloths. Wildly wonderful - oh the coffee was 35 dollars. Just saying. Was shocking pricing until i went to the Burj Khalifa. Ohhhhhh.","5","2019-02"
"AI Iwan dinner buffet","Extravagant hotel with well mannered staff. Buffet is mainly Persian food. Good quality though variety is not much. The overall atmosphere is very welcoming and enjoyable. We get complimentary lemon tea with great surprise. Very nice experience","5","2019-02"
"Beyond World Class!","I'm travelling the world for almost 30 years, i have been fortunate to stay at some of the nicest hotels in many of the major cities and tourist destinations around the world. From the best of the best nothing compares to the Burj. You expect nice rooms, views, food and service in 5*+ hotels what you dont expect is their ability to take it further by so many little extra special touches and attention to detail which is unique. I didnt have one bad experience , every single employee from the top of the house to the bottom was magnificent. 
I was also happy that my family and children got to join this trip. They truly loved every day and night.

If you are thinking should i book this , maybe its too much, perhaps i can save $300-400 on taking the next best , well if you can afford, or you feel you deserve it , then just do it. You wont be disappointed and will never regret what you could have saved elsewhere!","5","2019-02"
"Grea!!!","The best hotel experience  ever!! The rooms made me feel like a princess. The service is amazing. The spa is great. Money well spent. You won’t want to leave tbe hotel to go to Dubai’s other attracions. ","5","2019-02"
"wasn't as I expect it","the hotel canceled my reservation without letting me know, that delayed my check in and I'm sure that I didn't canceled my reservation. in general the hotel was good and the room was amazing. however it wasn't as good as I thought. ","3","2019-02"
"Grand! ","From the moment we landed we were taken into their lounge area for refreshments. 
We were then greeted with a bouquet of roses one for my daughter and one for me, we were wisked away to experience the worlds only 7 star hotel.
We had personal waiting for us who knew we were staying there because it was part of our daughter's birthday celebration. 
Upon our arrival we were quickly greeted and taken into our panoramic room, which gave us a spectacular view of  Palm Jumeirah and the Burj Khalifa. 
They serenaded my daughter, bringing her a bouquet of roses and a chocolate cake to our room. Truly spectacular!
If you stay at The Burj Al Arab expect nothing less than class service!

","5","2018-03"
"7 Star? Yes!","14th floor Panoramic suite, 2-story floor to ceiling windows all the way around, electric curtains, television pops up from behind counter, 2 bathrooms, 1 with whirlpool. Complimentary perfumes and cologne. Breakfast included, ordered 3, could have fed a small army. Hummus for days. Ordered the luxury airport transport. BMW 7 series and matching white suv, 2 cars waiting for us bearing 2 flower boquets for my Ladies. Class, pure class.
Actual Gold hardware in suiten faucets tp holder, towel racks.... Gold! 3 butlers per floor 24/7. Beautiful view from every window. Take buggy to waterpark, included. Just do it!","5","2018-08"
"Iconic and the only 7 star Hotel","It was great experience being at the luxurious hotel. I visited Burj Al Arab Hotel twice.  when it was newly opened in the early 2000. And the other visit when we had dinner at the We paid a reasonable prize of 200 AED per person at the time with my wife and two sons. This beautiful hotel was built on an artificial island across a private bridge. The hotel is accessible by taxi. We dined at the very expensive restaurant. I recommend for first time visitor who would like to see the only 7-star hotel in the world.","5","2018-06"
"Afternoon Tea in Sahn Eddar Lobby","We wanted to get inside the world famous Burj al Arab Hotel and needed a booking to do so. So we went for the afternoon tea in the Sahn Eddar lobby. A truly unique experience and it costs a fortune. 2‘200 AED for 4 people is a lot for tea and finger sandwiches, but to be fair it is in fact a 7 course meal....the quality was without any complaints and definitely on 5 star level. But is it really 7 stars worth? For this price we would actually even expect a little more ‚wow‘. 

However the hotel is quite generous in letting you visit many parts such as the bars and restaurants on level 27 and also the terrace and pool area without additional costs. 

All in all: If you wanna experience the Burj al Arab inside the afternoon tea is a good option. However don’t expect the full ‚value for money‘ - but who on earth would look for a bargain in such a location...","4","2019-02"
"Burj Al Arab - still the best","Having taken a short break last year that was excellent we did the same again hoping that our experience was standard and not by chance. We were not disappointed - still the same and absolute Quality.","5","2019-02"
"great property needing an upgrade in service","great property, greatly cleaned and maintained, great luxury, spacious rooms, not so great service, not so great buffets, overly crowed in common areas, important to see and stay but sadly does not make egor to return. can't understand why as it has absolutely everything to be perfect ","4","2019-02"
"Bucket list hotel","Stayed with family in 2 rooms. Overall staff, rooms and hotel in general were excellent however rooms are just slightly dated. In room dining table service very good. Check in was a bit confused at first however nothing too major. Check out performed on the room level and was fast and efficient. Nice touches with confectionary cart for kids on room arrival. Not exactly value for money, but this is more of a bucket list hotel for me rather than a hotel I would stay at every time I'm in Dubai.","5","2019-02"
"Still special .","Still a great hotel, nothing has changed since my last stay. 
 Staff are very welcoming and always remember your name.
 Love the wow factor, amazing place.
The drinks at the bar are great , Nathan Outlaws place is top notch with food from as far as Cornwall. What's not to like 😍","5","2018-12"
"Unforgettable experience","I went for my birthday and was suprised to a lovely birthday cake from burj al arab. I was lucky to get a tour around from one of the directors. I had such a memorable experience and would definitely visit again.","5","2019-01"
"Luxury experience","Luxury experience . Exulant spa .quite place and delacious food . Great hosts .put I wish next time to be checked in faster and more welcoming . Because all my experance in the burj alarab hotel was more than I expected just the check in was disappointing for me ","5","2019-02"
"""Spectacular Experience""","It was surprise for me from my hubby ...on my B'day... n a 1st time experience.....
I must say ..if could,should try this amazin place..with amazin cuisine n spectacular view.
Stewards there was so  generous and with utmost courtesy they filled in the details of ""THE BURJ AL ARAB""...to start with  ""Mr. DURGA"" very kind n attentive he verbally gave us a tour of Burj Al Arab n said it should never be missed.
If am not wrong Ms. Uvis was patient enough to click for us...Thanks to tem
Overall its a spectacular experience.
","5","2019-02"
"Where you can build great memories","Best hotel in the world, great location, view, the whole team will help to make dreams and wishes to come reality, you will feel like the main guest of the hotel all the time, food quality great and venue amazing ","5","2019-02"
"Spectacular Lunch Vibes!!!","The Burj Al Arab equals one word.... “Opulence”!!! It’s a must visit and see. My hubby and I had the pleasure of having lunch and touring this 7-Star Hotel experience and it was worthy of every second and penny. It definitely made our 10 Year Anniversary magical!! My pictures don’t give this experience any justice.... it’s GORGEOUS beyond belief!!","5","2019-02"
"Amazing 5 star hotel","We stayed in Burj al Arab with our 10 year old son in Feb -19. The hotel looks amazing and has only suits. We got a suite on the 10:th floor with sunset view and views overlooking the palm. They say it’s a 7 star hotel but it’s really not, it’s a nice 5 star hotel. You get a number to a butler who helps you with everything, nice but there are a couple of things need fixing before calling the butler. The wifi in the hotel is not good, not in the rooms or pool area. A 5 star hotel needs to have exellent wifi 2019!
I had 3 conference calls crashing.
Supernice staff all over, really helpful and nice!
The gym is ok, a bit run down for a 7 star hotel but ok.
Great pool area with 2 heated jacuzzis beside the large i finity pool, great in february when some days can be a little colder.
The whole hotel looks amazing standing on a small man made island in the ocean. It’s almost sureal looking down on the beaches and the oalm from your suite.
Overall a fantastic stay!","4","2019-02"
"Amazing ","We went as a couple and stayed two nights , we didn’t want to come home and felt very much at home and wouldn’t change a thing 
The breakfast is probably the best I have ever had any where in the world ","5","2019-02"
"Robert Knollenberg's very honest review","I was curious why there was no bacon for breakfast,,,,,,,pervasive everywhere in Emirates. I find the Emirates have pleasant and happy quest workers. My wife and I came to Dubai to experience first hand the marvelous architecture. We had a side trip to Abu Dhabi that also exhibited interesting sites and structures, so much to see and helicopter trip around Dubai was a delight and fitting experience.","5","2019-02"
"Outstanding, but you pay for it","It's pretty much impossible to fault Burj al Arab on location, design, service or facilities. Fully deserves the awards it wins as the world's best hotel. Wouldn't hesitate to stay again - but I'd want someone else to pick up the tab!","5","2019-01"
"4 night break","great place and fantastic cocktails afternoon tea in the bar was very nice watching the sun set , staff are very attentive and helpful took recommendation from the bar staff for a cocktail to try  swimming pool very good with the  swim up bar . wish they had more variety of salads on the menu outside as I struggled to find one I liked a simple Cobb salad would be nice to see on the menu ","5","2019-02"
"totally will not stay again","no more words ! only  terrible !!!!!!!!!!bad services! very old style. not deserved to get such high reputation! even worse than some 5-star hotel. not worth to pay such expensive room charge! sometimes there is no answer on call  7876 .","1","2019-02"
"Great stay","Luxurious hotel with terrific service. Definitely a seven star experience. Rooms and grounds were beautiful, staff attentive and a pleasure . Spa treatments were excellent. Entire family thoroughly enjoyed the stay ! ","5","2019-02"
"Live like royalty","This amazing hotel is the closest anyone will ever feel to royalty; often referred to as a 7 star hotel and it’s understandable why.

The rooms are unparalleled, we stayed in a panoramic suite—the price difference was worth it, we had an unbelievable view of Dubai. Our butler, Paul, was amazing. I’d often come home to find my clothes folded, makeup organized and bed made beautifully. It was a dream. 

Breakfast in the room is amazing and included. We also often dined for breakfast at scape by the pool, which was delicious. Every restaurant in this hotel was worth visiting. We dined at Nathan Outlaw’s and Al Iwan and had afternoon tea at Al Muntaha (request a window seat specifically for a fee). They prepared small chocolate and rose surprises for us at every place as we were celebrating our honeymoon. There was one 24/7 concierge person per floor (something like 10-20 rooms per floor I’d estimate) plus an assigned Butler per room so as you can imagine service was unbelievable. 

Only one complaint—tour groups are permitted to tour the property and sometimes saturate the entire lobby. One stepped in front of our window during tea close enough that she was pushing up against our table and blocking our view and began snapping photos (she was ultimately redirected by staff). I think the hotel would be better served by limiting the size of tour groups as it detracts from the ambiance.","5","2018-04"
"Service ","I always make big bookings with Burj Al Arab and spent lots of money on this booking. The customer service is bad. There is no one who assist guests. I asked for an invoice and they gave a manual invoice, not the proper or official invoice. ","1","2019-02"
"Excellent Service","I would stay this hotel again if I visiting Dubai, all employee are very professional to serve our inquiry, making you feel you are at home, also all amenity provided in room are top quality & brand name.","5","2019-01"
"Over rated","Many other hotels in Dubai are much better than Burj Al Arab. I think this hotel is overrated. It is a bit an old hotel.
To be inside is exclusive and they do make you feel special. The hotel is luxurious and expensive. I still it worth visiting it.","3","2019-02"
"Father and sons' weekend break","Service was second to none as you can expect. Special thanks to our butler Larry and guest relation manager Simona who were always ready to help us and fulfill our needs. We had a dinner with the kids at Nathan Outlaw restaurant which was nice experience for the kids due to the huge aquarium in the middle of the restaurant. Kids menu was a disappointment and kid's portions were  highly overpriced and very far from the quality you could expect. ","5","2019-02"
"Amazing Hotel","Stayed for two nights at Burj Al Arab and had fantastic out of the world experience. Everything from check in to all the room amenities and check out was great. Will recommend strongly to at least experience once.","5","2019-01"
"Disappointing at some areas, while at the same time remarkable at any other areas","We had check in issues on arrival date, check in process was very very slow and not welcoming, i work in a hotel as a reception and i know how to welcome my guest on their arrival.While our buttle Ms Febri and 1 male buttle were very excellent, we had a good talk, febri went up to the skyview bar with us to ensure our reservation is through, spa team also were great, i had treatment with Brad, he was very informative","4","2019-01"
"Burj Al Arab is FAULTLESS","Myself and my wife stayed at the Burj for her Birthday. From the time of being picked up by Rolls Royce to leaving the hotel after our stay the hotel and all the staff and amenities were top class. Without a doubt, The Best Hotel in The World.","5","2019-01"
"its just ok","the room which i stayed in was not ok because the apperiance of the room from the enterance is bad . once you enterd the room you will face the stairs wich covers the living room . you feel like its very small place. i didnt like it at all . ","3","2019-01"
"Standing tall for 20 years","It had been quite a few years since I last stayed at the Burj al Arab and it is hard to believe that the hotel is turning 20 years later this year.

I remember the duplex suites, the large jacuzzis in the bathroom and the Hermes amenities. And there they all were - still/again.
Each floor is serviced by one butler who, depending on the floor, has to look after 2-14 suites. Up to the 15th floor, where the deluxe and panoramic suites are located, the floors are identical and house two panoramic and twelve deluxe suites. As the structure narrows upwards, the floors have less and less suites, culminating in the 25th floor which only houses two royal suites. 
The butler son my floor all spoke German, English and another language. I eventually asked whether they were allocated to floors depending on guests’ nationalities, which seemed to be the case.
The decor is very golden. My personal preference is the swimming pool in the spa, which features slightly less gold and more wooden accents.
An addition as compared to my last stay was the large outdoor pool area and terrace, which have been added in 2017.
As I was visiting during the cold season, during which temperatures stay below 30 degrees Celsius. In these temperatures the pool facility is great. For the warmer periods there are air-conditioned cabanas available for rent in standard, luxury and royal versions.
Given the moderate temperatures there was no need to hire one and I enjoyed the pool from the sand beach right next to it.

I enjoyed breakfast and dinner buffet-style in BAB al Yam, as well as Friday Brunch at Al Muntaha and dinner at Nathan Outlaw. One night I visited Gold on 27, which is smoking and the other Skyview Bar, which is min-smoking. All experiences were accompanied by friendly and efficient service. 
Despite having to make multiple adjustments to my bookings the butler managed all alterations perfectly.
Twenty years in Burj al Arab is still worth a visit. I bet there will be a grand celebration for the anniversary that is not to be missed.
","5","2019-01"
"The service is amazing ","The decor is not my style. I like modern. However the service and helipad are making this place top notch and unbelievable experience. The presidential suit is very big with a spectacular view and gold bathrooms(not my thing) but unique. It is different level experience. ","5","2018-12"
"Everything was Perfect","The hotel - start to finish - was perfect in every way.  We hired one of their cars to pick us up and the service was so easy!  We were greeted at the hotel by someone who took us through the hotel, to our floor and handled the check in from our suite. He also gave us exactly what we needed to get our day started and made our dinner reservation. The room is not to be believed. Some people have said it’s a bit run down but I could not find a single thing wrong (I was looking).  The suite is a bit over the top for my taste but I’d truly beautiful!!!  And the bed!  I literally tore it apart to figure out where the bed and linens were from. (There is a small pamphlet that gives you all of this info so no need to tear it apart!). We slept like the dead.  The pool is amazing!  The further pool is 80 meters end to end (perfect for swimming laps) and has large, beautiful jacuzzis at either end. The closer pool has a large bar for drinks. There is also a beach between the two pools with about 100 lounges. Overall, this hotel is gorgeous and perfect in every single way. Just. Perfect. ","5","2019-01"
"Mind Blowing property ","Stayed there with my son on his vacations , No words can describe the property it’s a Man made heaven on earth .

The Suite Rooms r duplex’s where every corner of the room has something unique from the in room bar , view from the room , the bed , the washroom the amenities (Hermes). This room makes u feel like a king .

The staff is extraordinary in terms of service I would like to thank Ashley , Raman , Tushar & Samir for being so good they were outstanding in every aspect .

The check inn is an experience from the time u get into the hotel till they drop to u your room every thing which they explain u about the hotel is out of This world .

The indoor swimming pool is Master piece of art , the hotel has an access to the beaches where u can spend quality time during the day time .

The Wild Wadi park access is free for the hotels guest where u have great fun with your kids during the day .

The hotel cart takes u around the hotel , they can drop u to a point where u can take a ferry which takes u around the jumeirah there r so many high end restaurants around where u can spend your evening .

The rooftop bar is the place to be if u r looking for amazing evening.

It’s a dream place to be I liked every minute which I spend in the property .

Would love to visit this man made heaven every time I m in Dubai .","5","2018-06"
"archaic","Now i understand why the hotel is one of the most archaic landmarks of dubai,my family and i enjoyed every outlet and we were fascinated by everything! The people,the service and the food are incompatible with any other","5","2019-01"
"Legend in faded shadow of the glory from past .","When i compare this hotel with all new hotels wich been builded in last few years is Burj Al Arab is now less than average .

And what irritated me so much were all guide tours which been here from morning to evening , and i felt here as i been fish in aquarium . Is pity that overloaded of glory is destroing this unique place .   

People/butler who cares about your comfort , are completly opposite  , when you need them there are not there , but when you want not be disturbed you have to answear on stupid courtesy questions !    

Spa , in my view is small . And treatments been less than average , i almost break off a massage , i expected something much much more better , on street anywhere else is a massage better !    

Food been also average like somewhere in mass resorts !

What is awesome is new deck behind of hotel , this place is something different . But it is only one drop of clear water in glass of dirty water . 

 
This hotel need a massive reconstruction immediately !","2","2019-01"
"Stunning views","Great experience I really enjoy the service here at the hotel room with a great experience but very pricey. I will come back here for leisure experience if hotel prices are great value for money for residents.","5","2019-01"
"Staff quality","Staff should be more initiative n more genuine attitudes Manner n English standard have some areas to improve More passion neededMore hospitality should be added to the guests Rooms, Facilities n private dinning recommended ","3","2019-01"
"Magnificent ","One of the magnificent buildings in UAE. Situated right on the beach with a view of city and sea. Access is limited you need to take a taxi to reach. Beach is beautiful and windi in this season. Carrying something warm is better.","5","2019-01"
"Luxury at its Best","Went to Burj Al Arab for breakfast, it's a great way to explore/visit the Burj Al Arab. You can easily book it by calling the hotel. The hotel is like a big Sail on water. It's the luxury at its best and you can experience it. Definitely must visit place when you in Dubai . You can also book high tea experience. Great place to visit","5","2018-04"
"World’s Greatest-Perfection","This hotel was nothing short of perfection. An experience like no where else in the world, the food the service, the staff and everything in between was beyond incredible! From the moment we entered to the moment we left we were cared for whole heartedly. Thank you for an unforgettable trip! ","5","2019-01"
"Absolutely Amazing","From the Rolls Royce chauffeur pick up, to the Talise Spa and 24 carat gold cappuccino - the service and attention to detail is immaculate and every inch deserving of it's 7 Stars, Absolutely incredible - an experience everyone should try at least once in their lifetime.","5","2019-01"
"Above and beyond","Our stay at the Burj Al Arab was absolutely amazing- from the hotel, the room, the pool and facilities to the helpful and very friendly staff. If you come to UAE you need to stay even for just one night to experience what this hotel has to offer- It will go above and beyond your highest expectations.","5","2018-12"
"Once in a life time experience","The hotel is superb and well endowed. Its facilities are indeed top of the range and well maintained.I would recommend friends anytime to go and experience Burj Al Arab once in their life time.RegardsSunil","5","2019-01"
"Out of this world","If there is one place in your lifetime you need to visit, this is the one (In terms of a hotel visit).
From the moment your car door is opened at the hotel entrance you are greeted by luxury and the warmest welcome
Possible!
It’s hard to even put into words how breath taking the architecture and elegance of this iconic hotel actually is in real life-simple astonishing.
There is no hiding from the fact that it will
Cost you an arm and a leg but every penny is worth it!
If I had one negative, it would be to avoid room service, the service was fantastic but the food is average-not what you would expect from a 7 star hotel (cardboard pizza and basic chicken burger was consumed...disappointing) but this no way affected our wonderful stay.
","5","2019-01"
"EPIC:)","Amazing hotelAmazing staffAmazing viewBest in Dubai Best in the worldBest spa Best poolI never encountered something like this before For sure will come back and stay for longer Thanks burj al Arab ","5","2019-01"
"When is a 7-star not a 7-star?","Caveat: Let me start by saying I didn't stay at this hotel so my experience is only based on my short visit.

My friends and I decided to have morning breakfast at the Burj Al Arab. When we arrived we were promptly welcomed. Walking into the building and we were instantly hit by the scale of the building which was impressive and confirmed our thoughts that this was a true architectural masterpiece.  We initially walked around and explored the interior of the hotel to see the internal fountains and the large atrium. It was then we stumbled onto the restaurant where we were to have our breakfast. I say stumbled as initially, we thought it was just a part of the extended lobby.  This ""restaurant"" only had limited tables at dining height which were only available at the window view so we had to be seated in a coffee table seating area.  The waitress was apologetic, polite and very attentive as she explained the menu to us.  We ordered different set breakfast menus to get a sense of what was on offer.

When the food arrived we were all very underwhelmed - everything that was served seemed very basic and generic in its presentation, execution, and flavour. There was no flair or wow factor. I'm not one for the “wow” experience, but I do expect something more. In the words of a previous reviewer, ""you can find this in any 4-star hotel"". Let me note this breakfast wasn't cheap and was marketed as an 'experience'.  

I got a sense that the hotel offered the minimum possible to those who want to visit the Burj Al Arab. I say this because the breakfast location lacked atmosphere or suitable seating with real dining tables. The menu offered a was a little bland - the type of things you could find in any bakery or cafe. They are seriously shortchanging guests here. You're basically paying to enter the building and food just a pretext or an afterthought.

So, in summary, we didn't expect to be sitting in a lobby type area, squatting over a coffee table trying to eat breakfast, which is basically pastries, cheeses and an omelette. This isn't what I would call an ""experience"". This hotel proclaims to be a 7-star hotel. However, I've been to many 4 and 5-star hotels where I have enjoyed a better premium experience - this wasn't even close.

After our meal, we walked around some more to view the exterior of the building and I learnt to appreciate the building even more and I was glad I did as it made my visit worthwhile. Unfortunately, the interior from design and decorations looked very dated, worn and a little booshie for my liking. I think at the time the philosophy was, go big and brash or go home. I think its time for a revamp.

My impression from the hotel and experience is this hotel doesn't live up to its 7-star status and has become complacent and is now coasting on its perceived status and legacy. Unfortunately, there are enough people like myself who love the building so much who are willing to pay to have the experience and opportunity to see this architectural marvel. 

NOTE: I've noticed that the response from the hotel to critics seem to be formulaic, and to highlight any positive points raised, gloss over or ignore any real criticism and then add a generic ""we value your feedback"". I highlight this for a number of reasons because it comes across as insincere and a little lazy. Also, it would be good if they could quantify in real terms how they will address some of the guests' feedback. 

I say this with a view that things are improved or corrected so other guests leave the hotel feeling they'd had an amazing experience, a win for them and the hotel.","3","2018-12"
"Love ","Lovely hotel in dubai one of the best hotel great in dubai my one of the best day in dubsi lovely costly and lovely experience there and I love to be here and good though and lovely feeling there good food yummy food lovely people","5","2019-01"
"ONE OF THE BEST HOTEL IN THE WORLD","The hotel is stunning.  We were staying at 2008, the view was breathtaking.   From enter to the hotel, check-in, go the room, restaurant, pool...etc all of the staff were in a smile and so helpful.   The outdoor infinitely pool is beautiful with great view of the Arabian sea.  This is a family trip to celebrate my mother's Birthday.  They have arranged a surprised birthday cake to my mother with flower & snacks.  Credit to Afsar who is helpful and always to be helped in needed.We have been to Al Iwan for dinner, all the staff are nice & with great smile.  Let you feel like I'm at home...they are providing professional service.  Thank you for Chef George Kniher & his team for the excellent food & service.   Appreciated for their special arrangement for the dinner, my mother likes it very much.","4","2019-01"
"High tea","Managed to have a birthday celebration at the restaurant at this beautiful hotel. High tea at this restaurant above the city of Dubai was amazing. Great views, wonderful food. Champagne was an added bonus. Remember some experiences have to be paid for . Its not cheap but definitely worth the price. Special tip don't eat before the event.","5","2018-09"
"One of the Best hotel in the world","We have stayed many times at the Burj. It is truly one of the best hotels in the world from the rooms, facilities, views and staff.

Now it’s not cheap - probably one of the most expensive hotels in the world as well  - but it is a great experience from start to end, and I am always happy to pay if you get what you paid for.

Highlights 

The new pool area / bar over looking the Arabian Sea is just great 

The rooms are large, beautiful and well appointed 

Hermès products in the room(both men and female) and not just little bottles (full size bottles) 

The gym is just amazing 

The staff are great and really nice  

That  you can go across to the other Jumierah hotels next door (by golf buggy) and also use their wonderful facilities

Access to the Wild Wadii next door water park 

It was our wedding anniversary while we were there and they made us a wonderful (complimentary) chocolate cake for us with champagne ..

All up excellent experience","5","2019-01"
"The concept is just amazing and it works","Transportation is always a problem until you feel comfortable and understand the nuisances then you are comfortable. Understand customs and be aware of these to avoid offending others. Fast and reliable taxis available and the drivers are more than willing to do that little extra to ensure you have a good time","4","2018-11"
"Dubai paradise called Burj Al Arab","5 days of paradise, we felt like royalties. Perfect outside and inside pools, perfect service, excellent Hermes cosmetics in bathroom and in the pool showers.  Food, cocktails, beaches, fun. Every day new surprise for children was waiting in the room service. Personal butler helps you with everything 24/7.","5","2019-01"
"definitely and amazingly 7-stars hotel","The hotel is breathtaking and stunning.  Last year, we went to the 27TH floor skyview bar for an afternoon tea and this year we stayed in the amazing suite. Without hesitation, the hotel deserves the 7stars either for the design, the view, the room, the experience or the service. Being in our suite was an earthly heaven, the indoor talise pool is terrific! the terrace infinity pool with a full view on the Arabian sea horizon is just g.r.e.a.t. Our efficient buttler Mr ANTHONY made our stay memorable: a very kind, helpful and professional man. He demonstrated @the same time a high level of professionalism and commitment to his job as well as the right connection and emotional bound with the guests who never felt away from home. We wish him the best for his future career. As for the other staff, they are polite and professional but no much sign of empathy and warm welcoming like in other high-rated hotels in Dubai, Abu dhabi or Oman. Warm hello to the whole team of the Junsui restaurant! Humanly kind and welcoming! dishes are delicious and correspond to our taste and desire for Asian cuisine!  
As a whole, our stay in Burj Al Arab was a memorable one and we’ll definitely come back and we recommend the hotel to all those in quest of an original and luxurious stay.","5","2019-01"
"Burj Again","Celebrating my daughters birthday - we visited Burj Al Arab for the third time.If you are looking for luxury, a perfect day on the ""beach"" and some very good asian food-then there is no better place on earth.","5","2019-01"
"The glory days are over","My second stay to Burj Al Arab and unfortunately nothing had changed, the hotel needs a face lift to survive. Service is excellent but other than that hardware and interior is way out of date. I really hope that managment takes action and realise the situation to save their reputation.","3","2019-01"
"Best of the Best","The most amazing break. 
This hotel is breathtaking and the best part is the incredible staff too. 

Whilst it’s luxury is unsurpassed it does it in a very personal and friendly way.
Mercy, Merwyn and Zaheer our butlers were incredibly good. 

The restaurant with the aquarium is incredible and the service absolutely first class. Suite WiFi needs speeding up but apart from this I can’t fault this 7 star palace it’s immaculate, the pool Is incredible and since my last visit the staff and service is perfect. Definitely going back. Best hotel in the world without question.","5","2019-01"
"Best Christmas Ever!","We were looked after like royalty, from the minute we arrived, we travelled as a family of 5 and spent Christmas at this wonderful hotel.  It is not our first visit but every visit gets better.  Our suite was stunning and the views outstanding, the Christmas decorations were beautiful throughout the suite and hotel. Christmas Eve we all rode a camel and Father Christmas visited the children.  This hotel is the best in the world we have visited and it just keeps improving, the staff, the food, the deck, cabanas, pools, all amazing and very spoiling.  Thank you everyone.","5","2018-12"
"."," Beautiful property, the service is excellent, excellent staff, everything is so clean and spotless, amazing staff, everything you need it will take care of you,  I have been traveling all my life and this one is the best hotel I like .","5","2019-01"
"Awesome ","It’s a great property. Honestly it’s super commercialized which kind of doesn’t go well with its value. Not to mention that people without booking are not allowed which is kind of shewed in the present world. This was just the feedback for one less star. Otherwise an excellent property.","4","2019-01"
"Amazing visit !","Thank you to all the staff for their friendly and exceptional service. Truly an amazing experience. We would especially like to thank VIP doctor, Dr. Ahmad El-Neklawi for being available and so attentive to our needs at such a last minute. VIP doctor helped our son during an emergency and it was extremely helpful during our vacation and allowed us to have peace of mind and still enjoy our vacation. The entire team was so patient and understanding. ","5","2018-08"
"Amzing Coctails at Gold on 27 at the Burj Al Arab","My mother in law was visiting along with my Daughter on partner, for a Christmas treat we booked a cocktail evening at the Gold on 27 bar on the 27th floor of the Burj Al Arab. We had the most amazing views and fantastic cocktails with fake snow and dry ice. You have to spend a minimum of 150 AED per head and you have to book but it was a great night out and something just a little special in one of the worlds most iconic buildings and also one of just a handful of 7 star hotels. The reason I did not give it 5 stars was that they allow smoking in the bar which as a non-smoker did not appreciate, however still a great experience one to be taken if you are ever in Dubai.","4","2019-01"
"Excellent hotel","The hotel is really the best place in Dubai and all was very friendly there. Also its good to know that many restaurants also around the hotel (Jumeirah area) ...and if you say that you are from Burj you have on Jumeirah unlimited access ...Also the waterpark our kids enjoy and the hotel themself have an unbelievable impression! Very clean - very beautiful - and the new pool area is also very good and safe!","5","2018-12"
"Awesome","Awesome place to be. You must visit if you are in Dubai. Lovely place. We visited during our trip to Dubai. We really enjoyed the place and we recommend everyone to visit if you are in Dubai. We will definitely come again","5","2019-01"
"Over rated ","I wen5 here for my birthday , despite being in dubai for quite long time almost 5 years but never been there , so wanted to visit .
I stayed over plus dine in , the hotel is so over rated . It got a nice ambiance but loads of hotels got the same or comparable ones  . I went there just to tick a box but over all was a good experience but cost me a lot  . ","4","2019-01"
"wonderful experience","The experience we had at Burj Al Arab is a treasure of our life.The staff were so kind that we felt like royal. We felt comfortable and relaxed.If we go to Dubai,I want to stay at Burj Al Arab again.","5","2018-12"
"Birthday Breakfast","It is an amazing breakfast to celebrate my day here at sahn eddar burj al ahrab. The food is excellent, tasty and satisfying. i love the view and the service. It was a good experience also to embrace the majestic architecture as we eat along. It was perfect.","5","2019-01"
"WOW","The creativity of this building is OTT (over the too) Dubai brings the best to the world and this hotel is very special- we had lunch outside by the pool scape - service food and ambience were top shelf","5","2019-01"
"The Sparkling Jewel of the Middle East","We enjoyed our 3rd stay at Burj al Arab and,  like always,  we were treated like Royalty!  This is the place to go when you need a pampering break from work and stress.  So excited about the new Summersalt Beach Club which is back on the best beach (not Jumeirah).  We loved it there!  We loved our Panorama Room - our first time in this category!  We are so grateful to so many wonderful staff members who helped make our stay very special!!!Thank you to our World Class Butler Team:  Afsar, Aldrin, Esmet, Aziz, Issa, Lili, and Team!  Thank you for all the details in our Suite-  you spoil us and we love it!!We loved our In-room dining experiences!!  The best table in Dubai was in our Panorama Suite!!  Thank you Sravan, Suresh, Shashi and Team!!! Thank you Bir and all the Housekeeping team for your expert attention to detail!!!Thank you Khun Sao for another life-changing massage in the spa!!  So nice to see you again after two years!!  Thank you Anna and Dipin and all the team at GOLD Bar-- we love it there!  The music system is best in the lounge area but unfortunately it's also the smoking section.  Would be great if you could enhance the music quality in the non-smoking area!Thank you Roseneth, TJ, Wajith, and all the SKYBAR Team!We look forward to our next stay!!!","5","2018-12"
"One of the best Hotels in the World","A very good hotel, quality everything, massive rooms and lots of helpful staff that are very attentive. We have been several times as a couple and then as a family and definitely recommend it, by far the best hotel in Dubai, probably a better experience for couples than families as it is a bit special.  Its expensive though","5","2018-12"
"Really really special ","This Iconic hotel has to be seen to be believed it’s clean lavish and everything you would except in a clean hotel the food doesn’t disappoint either we both had wagui beef and it would be no under estimation  to say you would cut the beef with your finger ","5","2018-12"
